panelist_id,age_band,region,category,months_on_glp1,pre_glp1_size,post_glp1_size
P01687,65+,Southwest,womens_dresses,10,L,L
P01688,45-54,Midwest,womens_tops,24,3X+,3X+
P01689,65+,Southwest,womens_bottoms,15,L,M
P01690,65+,Northeast,mens_bottoms,17,XL,M
P01691,55-64,Southeast,mens_tops,20,XL,M
P01692,35-44,West,womens_tops,9,1X,XL
P01693,35-44,West,womens_bottoms,24,L,M
P01694,35-44,Southwest,womens_dresses,5,1X,XL
P01695,55-64,West,womens_tops,20,XL,L
P01696,55-64,Southwest,mens_tops,16,S,S
P01697,45-54,West,womens_bottoms,15,1X,L
P01698,35-44,Southeast,womens_dresses,6,S,XS
P01699,65+,Southwest,womens_tops,11,L,S
P01700,35-44,West,womens_dresses,21,L,M
P01701,65+,Midwest,womens_tops,17,M,XS
P01702,35-44,Southwest,womens_tops,10,1X,L
P01703,45-54,Southwest,womens_tops,5,2X,2X
P01704,45-54,Southeast,womens_tops,4,L,L
P01705,65+,West,womens_tops,5,L,S
P01706,65+,Southwest,womens_tops,18,1X,M
P01707,25-34,Midwest,womens_tops,4,L,L
P01708,65+,Southwest,womens_bottoms,11,2X,2X
P01709,55-64,Northeast,womens_bottoms,6,L,M
P01710,35-44,Southeast,mens_tops,18,1X,1X
P01711,65+,Midwest,womens_dresses,15,1X,XL
P01712,45-54,Southwest,womens_bottoms,7,L,S
P01713,45-54,Midwest,mens_bottoms,18,M,XS
P01714,45-54,Northeast,mens_bottoms,19,3X+,3X+
P01715,65+,Southwest,mens_bottoms,20,XL,M
P01716,35-44,Southeast,womens_tops,3,2X,2X
P01717,25-34,West,mens_bottoms,6,2X,2X
P01718,25-34,Northeast,womens_tops,5,L,M
P01719,25-34,Midwest,womens_bottoms,22,1X,L
P01720,55-64,West,mens_tops,13,L,L
P01721,45-54,Southeast,mens_tops,5,1X,XL
P01722,35-44,Southwest,womens_bottoms,9,XL,XL
P01723,35-44,Southeast,womens_dresses,10,L,S
P01724,35-44,Southwest,womens_tops,13,XL,M
P01725,35-44,West,womens_dresses,9,1X,L
P01726,55-64,West,mens_bottoms,22,3X+,3X+
P01727,65+,West,womens_bottoms,10,L,M
P01728,55-64,Southeast,womens_bottoms,20,XL,M
P01729,25-34,Southwest,mens_tops,20,XL,XL
P01730,25-34,West,mens_bottoms,11,2X,1X
P01731,55-64,Southwest,womens_bottoms,4,1X,L
P01732,55-64,Southeast,womens_dresses,17,L,M
P01733,25-34,Southeast,mens_tops,13,3X+,1X
P01734,25-34,Southeast,mens_bottoms,8,XS,XS
P01735,35-44,Southeast,womens_tops,3,XL,L
P01736,45-54,West,womens_dresses,13,2X,1X
P01737,45-54,Midwest,womens_dresses,5,L,M
P01738,35-44,Southwest,mens_tops,3,2X,2X
P01739,25-34,Southeast,womens_tops,21,1X,XL
P01740,35-44,Northeast,womens_bottoms,14,S,XS
P01741,45-54,Northeast,mens_bottoms,21,L,M
P01742,25-34,Southwest,womens_bottoms,7,2X,XL
P01743,35-44,Southwest,womens_tops,21,S,XS
P01744,25-34,Southwest,mens_bottoms,13,L,L
P01745,35-44,Southwest,womens_bottoms,23,1X,XL
P01746,35-44,Southwest,mens_tops,13,S,S
P01747,65+,Southeast,womens_bottoms,11,XL,L
P01748,35-44,Southwest,womens_tops,3,M,M
P01749,25-34,Southeast,womens_bottoms,10,XL,M
P01750,65+,Northeast,womens_tops,7,L,M
P01751,25-34,West,womens_tops,20,2X,2X
P01752,55-64,Northeast,womens_dresses,19,M,XS
P01753,55-64,Southeast,mens_tops,15,1X,XL
P01754,65+,Northeast,mens_tops,15,S,XS
P01755,65+,West,womens_tops,23,XL,M
P01756,65+,Southeast,mens_tops,17,2X,2X
P01757,35-44,Southeast,womens_tops,7,M,M
P01758,35-44,Northeast,mens_tops,21,XL,L
P01759,55-64,Southeast,mens_bottoms,6,1X,L
P01760,25-34,Southwest,womens_dresses,21,S,XS
P01761,65+,West,womens_bottoms,8,XL,L
P01762,45-54,Southeast,womens_tops,19,XL,S
P01763,55-64,Southwest,mens_bottoms,4,M,S
P01764,35-44,Southwest,womens_dresses,8,2X,1X
P01765,55-64,Southeast,mens_bottoms,16,XL,XL
P01766,35-44,Northeast,womens_bottoms,17,XL,M
P01767,45-54,West,mens_tops,18,S,XS
P01768,25-34,Southeast,mens_tops,8,1X,XL
P01769,55-64,Southwest,womens_tops,20,XL,XL
P01770,65+,Southwest,mens_tops,18,S,XS
P01771,45-54,West,mens_tops,19,M,S
P01772,45-54,Southeast,womens_bottoms,23,1X,XL
P01773,25-34,Southeast,womens_bottoms,3,1X,L
P01774,45-54,Southeast,womens_dresses,12,1X,XL
P01775,45-54,Northeast,womens_tops,8,S,XS
P01776,55-64,West,womens_bottoms,17,L,XS
P01777,65+,Southwest,mens_bottoms,8,1X,L
P01778,35-44,Northeast,womens_tops,7,XL,XL
P01779,45-54,Southwest,womens_tops,21,XL,S
P01780,35-44,Southwest,womens_dresses,20,XL,L
P01781,45-54,West,mens_tops,21,1X,XL
P01782,25-34,Southeast,mens_tops,11,3X+,XL
P01783,25-34,Northeast,mens_bottoms,18,L,M
P01784,35-44,West,womens_tops,21,XL,XL
P01785,25-34,Southeast,womens_tops,4,3X+,3X+
P01786,55-64,West,mens_bottoms,12,XL,M
P01787,35-44,Southeast,womens_bottoms,5,XL,M
P01788,35-44,West,womens_dresses,20,3X+,3X+
P01789,35-44,Southeast,womens_bottoms,7,XS,XS
P01790,55-64,West,mens_tops,23,3X+,L
P01791,65+,Midwest,womens_dresses,13,XL,S
P01792,55-64,Northeast,mens_tops,23,2X,1X
P01793,25-34,Midwest,womens_tops,12,L,M
P01794,65+,Midwest,mens_bottoms,14,S,XS
P01795,45-54,Southeast,womens_tops,16,XL,M
P01796,55-64,Southwest,mens_tops,7,L,L
P01797,35-44,Midwest,mens_bottoms,12,L,L
P01798,55-64,Southwest,womens_bottoms,7,L,S
P01799,35-44,Southeast,womens_dresses,21,XS,XS
P01800,55-64,Southwest,womens_dresses,9,2X,XL
P01801,35-44,Midwest,womens_bottoms,14,XL,M
P01802,35-44,Southeast,womens_tops,8,L,M
P01803,45-54,Southwest,womens_bottoms,8,S,XS
P01804,45-54,Northeast,mens_bottoms,8,M,M
P01805,55-64,Midwest,womens_dresses,23,2X,2X
P01806,35-44,Southwest,mens_tops,13,XL,XL
P01807,35-44,West,womens_bottoms,4,L,L
P01808,25-34,West,womens_tops,5,3X+,2X
P01809,45-54,West,mens_bottoms,15,XL,L
P01810,55-64,Midwest,womens_tops,8,2X,XL
P01811,25-34,West,mens_tops,10,1X,XL
P01812,65+,Southeast,womens_tops,23,XL,L
P01813,25-34,West,mens_tops,3,M,M
P01814,25-34,Southwest,womens_dresses,18,2X,1X
P01815,45-54,Northeast,womens_tops,9,1X,1X
P01816,25-34,Midwest,mens_bottoms,22,M,XS
P01817,65+,Midwest,mens_bottoms,14,1X,M
P01818,55-64,Northeast,mens_tops,20,L,M
P01819,45-54,West,womens_bottoms,13,L,S
P01820,35-44,Southwest,womens_tops,4,XL,XL
P01821,45-54,West,mens_bottoms,15,XL,M
P01822,45-54,Southwest,womens_bottoms,21,XS,XS
P01823,35-44,Northeast,womens_tops,17,L,M
P01824,55-64,Midwest,womens_bottoms,20,M,S
P01825,55-64,West,womens_bottoms,4,M,M
P01826,25-34,West,mens_tops,4,XL,XL
P01827,35-44,West,mens_tops,18,XL,M
P01828,55-64,Southeast,mens_bottoms,10,L,M
P01829,55-64,Midwest,womens_tops,11,L,M
P01830,55-64,Midwest,womens_bottoms,6,L,L
P01831,65+,Southwest,womens_bottoms,23,1X,1X
P01832,35-44,Southeast,womens_tops,21,XL,M
P01833,45-54,Midwest,mens_bottoms,23,1X,1X
P01834,55-64,Midwest,mens_tops,17,S,XS
P01835,65+,West,womens_dresses,10,XL,L
P01836,25-34,West,womens_bottoms,10,L,XS
P01837,45-54,Midwest,womens_bottoms,20,1X,1X
P01838,25-34,West,womens_dresses,16,1X,M
P01839,55-64,Southeast,mens_bottoms,7,M,S
P01840,25-34,Midwest,womens_tops,16,L,M
P01841,55-64,Southwest,womens_bottoms,19,1X,XL
P01842,45-54,Midwest,womens_tops,18,1X,XL
P01843,65+,Southeast,womens_dresses,15,S,XS
P01844,35-44,Midwest,womens_bottoms,17,XL,M
P01845,25-34,Southwest,womens_dresses,16,3X+,XL
P01846,45-54,West,womens_bottoms,12,3X+,3X+
P01847,55-64,West,womens_dresses,19,2X,XL
P01848,35-44,Southeast,mens_tops,11,1X,XL
P01849,25-34,Northeast,womens_dresses,7,3X+,2X
P01850,65+,Midwest,womens_dresses,23,M,S
P01851,65+,Southeast,womens_tops,15,L,M
P01852,35-44,West,mens_bottoms,6,1X,1X
P01853,45-54,Northeast,mens_bottoms,21,S,XS
P01854,65+,Midwest,mens_bottoms,10,M,XS
P01855,45-54,Northeast,womens_tops,21,3X+,L
P01856,45-54,Midwest,mens_tops,18,XL,M
P01857,55-64,Southeast,womens_dresses,9,M,S
P01858,65+,Southeast,womens_bottoms,20,XL,M
P01859,35-44,Southwest,womens_dresses,20,L,M
P01860,35-44,Southeast,womens_dresses,18,S,XS
P01861,55-64,West,mens_tops,3,XL,L
P01862,65+,West,womens_tops,12,XS,XS
P01863,45-54,West,womens_tops,5,1X,XL
P01864,65+,Northeast,womens_tops,8,S,XS
P01865,45-54,Southeast,mens_bottoms,20,1X,XL
P01866,45-54,Northeast,womens_dresses,23,1X,L
P01867,25-34,Southeast,womens_tops,12,2X,XL
P01868,45-54,Midwest,womens_dresses,10,XL,M
P01869,65+,West,mens_tops,21,1X,L
P01870,25-34,West,mens_bottoms,14,XL,L
P01871,45-54,Southwest,mens_tops,12,M,XS
P01872,45-54,West,mens_tops,16,L,M
P01873,25-34,Southeast,womens_dresses,14,XL,M
P01874,55-64,West,mens_bottoms,11,XL,L
P01875,35-44,West,mens_tops,24,M,M
P01876,35-44,Midwest,womens_tops,21,L,S
P01877,25-34,Midwest,womens_tops,15,M,XS
P01878,65+,Northeast,mens_bottoms,7,2X,1X
P01879,65+,Northeast,womens_tops,17,3X+,1X
P01880,55-64,Southeast,womens_dresses,21,L,M
P01881,35-44,Southeast,mens_tops,23,2X,L
P01882,25-34,Southwest,mens_tops,20,S,XS
P01883,45-54,Southwest,womens_dresses,11,L,M
P01884,25-34,Midwest,womens_dresses,21,M,S
P01885,45-54,Midwest,mens_tops,15,L,L
P01886,55-64,West,mens_bottoms,24,1X,M
P01887,25-34,Midwest,womens_tops,24,S,XS
P01888,55-64,Southeast,mens_tops,17,L,S
P01889,35-44,Northeast,mens_tops,3,1X,1X
P01890,25-34,Southwest,womens_dresses,10,XL,XL
P01891,45-54,West,mens_bottoms,18,XL,L
P01892,55-64,Southwest,womens_bottoms,21,S,XS
P01893,65+,Midwest,womens_dresses,21,XL,L
P01894,35-44,Southwest,womens_tops,3,2X,1X
P01895,25-34,Southeast,mens_bottoms,7,M,S
P01896,25-34,Northeast,womens_tops,16,L,S
P01897,25-34,Southeast,womens_dresses,22,1X,L
P01898,25-34,Southeast,womens_tops,6,L,M
P01899,25-34,Northeast,mens_bottoms,8,M,M
P01900,65+,Midwest,mens_bottoms,11,L,S
P01901,65+,Southeast,mens_bottoms,6,L,M
P01902,25-34,Southwest,womens_tops,7,3X+,2X
P01903,55-64,Midwest,mens_bottoms,15,M,M
P01904,35-44,Southeast,womens_dresses,16,1X,XL
P01905,55-64,Midwest,mens_bottoms,5,2X,1X
P01906,45-54,Southeast,womens_dresses,3,L,L
P01907,45-54,Northeast,womens_tops,19,XL,XL
P01908,65+,Northeast,mens_tops,23,XL,M
P01909,65+,West,mens_tops,17,XL,XL
P01910,55-64,Southwest,womens_dresses,21,M,S
P01911,55-64,West,womens_bottoms,8,2X,XL
P01912,35-44,West,womens_bottoms,24,L,S
P01913,45-54,Southwest,womens_tops,6,XL,M
P01914,45-54,Midwest,womens_tops,24,1X,L
P01915,35-44,Northeast,womens_bottoms,8,1X,L
P01916,55-64,Northeast,mens_tops,12,3X+,2X
P01917,25-34,Southeast,womens_tops,6,M,M
P01918,35-44,Midwest,mens_bottoms,18,1X,L
P01919,45-54,Southeast,womens_tops,14,S,XS
P01920,25-34,Southeast,womens_dresses,24,XL,S
P01921,65+,West,womens_dresses,21,1X,L
P01922,25-34,West,womens_bottoms,17,M,XS
P01923,55-64,West,womens_tops,5,1X,1X
P01924,35-44,West,womens_bottoms,11,1X,XL
P01925,65+,West,mens_bottoms,19,2X,XL
P01926,55-64,Northeast,mens_bottoms,11,S,XS
P01927,25-34,Northeast,mens_tops,23,M,XS
P01928,45-54,Southwest,mens_tops,19,L,M
P01929,35-44,Midwest,womens_dresses,24,1X,1X
P01930,25-34,West,womens_dresses,21,1X,1X
P01931,25-34,Midwest,womens_bottoms,12,XL,M
P01932,55-64,Midwest,mens_bottoms,19,L,M
P01933,25-34,Midwest,mens_tops,4,2X,1X
P01934,25-34,Midwest,mens_tops,19,XL,S
P01935,65+,West,womens_tops,15,1X,L
P01936,25-34,West,womens_dresses,3,XL,L
P01937,25-34,Southeast,mens_tops,9,1X,XL
P01938,65+,Southwest,womens_bottoms,13,3X+,2X
P01939,35-44,Southeast,womens_dresses,20,XL,L
P01940,35-44,Northeast,womens_tops,11,1X,1X
P01941,35-44,Southwest,mens_bottoms,23,XL,S
P01942,55-64,Midwest,mens_bottoms,9,1X,1X
P01943,35-44,West,womens_dresses,12,L,S
P01944,25-34,Southeast,womens_tops,10,XL,XL
P01945,55-64,Southeast,mens_bottoms,23,M,XS
P01946,55-64,Southwest,womens_dresses,11,1X,1X
P01947,65+,Southeast,womens_dresses,17,L,L
P01948,45-54,Southeast,womens_dresses,5,M,XS
P01949,65+,West,womens_tops,11,S,S
P01950,45-54,Southeast,womens_tops,16,L,M
P01951,65+,West,mens_bottoms,3,2X,1X
P01952,65+,West,mens_tops,15,L,L
P01953,35-44,Northeast,womens_tops,6,XL,M
P01954,25-34,Southwest,mens_bottoms,13,2X,2X
P01955,65+,Midwest,womens_dresses,11,2X,2X
P01956,55-64,Southeast,mens_bottoms,11,L,M
P01957,25-34,Southeast,womens_dresses,14,XL,M
P01958,65+,Northeast,womens_dresses,15,XL,L
P01959,25-34,Southwest,womens_bottoms,15,1X,L
P01960,25-34,Southwest,womens_dresses,11,L,S
P01961,45-54,Midwest,mens_tops,7,1X,1X
P01962,65+,West,womens_tops,20,L,XS
P01963,65+,Northeast,womens_tops,9,1X,1X
P01964,45-54,West,womens_bottoms,20,1X,1X
P01965,45-54,Southeast,womens_dresses,12,2X,1X
P01966,25-34,Southeast,womens_dresses,7,L,M
P01967,55-64,Southwest,mens_tops,12,1X,XL
P01968,65+,Southeast,womens_dresses,7,XL,XL
P01969,25-34,Southwest,womens_tops,17,XL,XL
P01970,35-44,Midwest,womens_bottoms,14,XL,M
P01971,25-34,Midwest,mens_bottoms,14,L,S
P01972,25-34,West,womens_bottoms,13,M,S
P01973,45-54,Northeast,mens_tops,13,1X,1X
P01974,55-64,Northeast,womens_tops,17,2X,1X
P01975,35-44,West,womens_tops,5,L,S
P01976,25-34,Southwest,womens_dresses,19,3X+,XL
P01977,55-64,Southeast,womens_tops,12,L,M
P01978,25-34,Midwest,mens_bottoms,19,3X+,2X
P01979,65+,Southwest,mens_tops,21,XL,M
P01980,55-64,Midwest,mens_tops,15,L,M
P01981,65+,Southeast,womens_tops,4,1X,1X
P01982,55-64,Southwest,womens_dresses,10,2X,XL
P01983,65+,Midwest,womens_bottoms,18,1X,XL
P01984,55-64,Southeast,womens_tops,24,XL,XL
P01985,25-34,Southeast,womens_tops,12,1X,L
P01986,65+,Southwest,mens_tops,14,3X+,3X+
P01987,35-44,West,mens_tops,9,L,M
P01988,55-64,Midwest,womens_tops,18,L,M
P01989,65+,Northeast,mens_tops,23,1X,L
P01990,25-34,Midwest,womens_bottoms,23,XS,XS
P01991,35-44,Midwest,mens_bottoms,11,S,XS
P01992,35-44,Midwest,womens_dresses,3,1X,1X
P01993,65+,Northeast,mens_bottoms,9,L,S
P01994,55-64,Southeast,womens_bottoms,4,1X,XL
P01995,45-54,Midwest,womens_tops,13,2X,XL
P01996,25-34,West,womens_tops,16,XL,L
P01997,65+,Southeast,mens_bottoms,11,M,S
P01998,55-64,Southwest,womens_dresses,9,S,S
P01999,55-64,Southwest,womens_dresses,17,1X,XL
P02000,25-34,Northeast,womens_dresses,11,L,S
P02001,35-44,Northeast,womens_dresses,15,2X,1X
P02002,55-64,Midwest,womens_tops,18,L,L
P02003,55-64,Southeast,mens_tops,11,S,XS
P02004,25-34,Southwest,mens_tops,10,S,S
P02005,25-34,Southeast,womens_tops,12,XL,L
P02006,25-34,Midwest,mens_tops,5,M,M
P02007,45-54,Southeast,womens_dresses,6,2X,1X
P02008,55-64,Southeast,mens_bottoms,8,S,XS
P02009,25-34,West,womens_bottoms,11,XL,XL
P02010,45-54,Southwest,mens_tops,17,S,S
P02011,55-64,Northeast,womens_dresses,13,1X,XL
P02012,65+,Southeast,womens_tops,5,S,XS
P02013,35-44,Southwest,womens_dresses,21,XL,M
P02014,45-54,Southeast,mens_tops,7,1X,M
P02015,65+,Southeast,mens_tops,22,3X+,1X
P02016,55-64,West,womens_tops,21,1X,M
P02017,65+,Northeast,mens_tops,5,L,M
P02018,25-34,Southwest,womens_dresses,4,XL,L
P02019,65+,West,womens_dresses,21,M,XS
P02020,45-54,Midwest,womens_bottoms,18,3X+,2X
P02021,65+,Southeast,womens_bottoms,16,L,S
P02022,35-44,Northeast,mens_bottoms,7,1X,1X
P02023,55-64,Southeast,womens_bottoms,12,S,S
P02024,55-64,Northeast,mens_bottoms,7,1X,XL
P02025,45-54,Southeast,womens_tops,15,1X,L
P02026,25-34,Midwest,womens_dresses,24,XS,XS
P02027,45-54,West,womens_bottoms,20,M,S
P02028,65+,Northeast,womens_tops,11,XL,S
P02029,65+,Southwest,womens_bottoms,24,1X,L
P02030,35-44,West,womens_dresses,14,3X+,2X
P02031,25-34,Southwest,womens_tops,3,2X,1X
P02032,35-44,West,mens_bottoms,15,S,XS
P02033,45-54,Southwest,mens_tops,15,1X,XL
P02034,55-64,West,womens_bottoms,9,1X,1X
P02035,35-44,Northeast,womens_tops,24,1X,1X
P02036,55-64,West,mens_bottoms,21,M,M
P02037,65+,West,womens_tops,11,2X,1X
P02038,25-34,Southeast,womens_bottoms,21,1X,XL
P02039,65+,Southwest,mens_bottoms,17,L,M
P02040,35-44,West,womens_tops,14,S,XS
P02041,45-54,Southwest,womens_tops,23,L,M
P02042,45-54,Southeast,womens_dresses,3,XL,L
P02043,55-64,Midwest,womens_bottoms,13,1X,1X
P02044,55-64,Northeast,mens_tops,11,1X,L
P02045,35-44,Southwest,mens_tops,12,L,XS
P02046,65+,West,womens_bottoms,22,L,S
P02047,65+,Southwest,womens_bottoms,10,2X,L
P02048,55-64,Southeast,mens_tops,5,1X,XL
P02049,45-54,Southwest,mens_bottoms,19,L,S
P02050,45-54,West,womens_dresses,23,XL,XL
P02051,25-34,Southeast,womens_dresses,13,XL,M
P02052,45-54,Southwest,womens_tops,19,1X,XL
P02053,45-54,West,mens_tops,16,XL,M
P02054,55-64,Northeast,womens_dresses,14,M,S
P02055,65+,Midwest,womens_tops,10,L,L
P02056,65+,Southeast,womens_dresses,4,XS,XS
P02057,65+,Southeast,womens_bottoms,5,S,XS
P02058,25-34,Northeast,womens_dresses,9,2X,1X
P02059,55-64,Midwest,mens_tops,8,S,XS
P02060,45-54,Midwest,womens_bottoms,20,XL,M
P02061,55-64,Southwest,mens_tops,4,3X+,3X+
P02062,35-44,Midwest,womens_dresses,12,1X,XL
P02063,65+,West,womens_tops,6,XL,XL
P02064,25-34,Southwest,mens_tops,5,XL,M
P02065,45-54,Southwest,mens_bottoms,20,1X,M
P02066,45-54,Midwest,womens_bottoms,15,M,XS
P02067,65+,Midwest,mens_tops,11,1X,1X
P02068,55-64,Southwest,womens_tops,15,XS,XS
P02069,65+,Midwest,womens_tops,10,S,S
P02070,25-34,West,mens_tops,24,XL,M
P02071,45-54,Northeast,womens_tops,12,1X,L
P02072,45-54,Southeast,womens_tops,9,XL,L
P02073,35-44,Northeast,womens_dresses,8,L,L
P02074,55-64,Southwest,mens_tops,21,1X,XL
P02075,65+,Southwest,mens_tops,3,2X,2X
P02076,45-54,Midwest,womens_tops,7,L,L
P02077,35-44,West,womens_tops,22,3X+,1X
P02078,65+,Southeast,mens_bottoms,22,1X,XL
P02079,35-44,Midwest,mens_tops,10,XL,L
P02080,65+,Northeast,mens_tops,10,S,XS
P02081,25-34,Midwest,womens_bottoms,18,L,L
P02082,55-64,Southwest,womens_bottoms,19,L,S
P02083,65+,Southeast,womens_tops,11,1X,XL
P02084,55-64,Southwest,womens_dresses,10,XL,L
P02085,35-44,Northeast,womens_tops,12,1X,XL
P02086,65+,Midwest,mens_tops,10,XS,XS
P02087,45-54,Southeast,mens_tops,23,2X,XL
P02088,35-44,West,mens_bottoms,18,L,S
P02089,45-54,Southeast,mens_tops,12,XL,S
P02090,45-54,West,womens_dresses,13,1X,XL
P02091,25-34,West,womens_tops,10,1X,1X
P02092,65+,Northeast,mens_bottoms,3,XL,M
P02093,35-44,Midwest,womens_bottoms,13,1X,XL
P02094,25-34,Southeast,womens_dresses,15,XS,XS
P02095,65+,Midwest,womens_bottoms,14,2X,1X
P02096,55-64,Midwest,mens_tops,15,S,XS
P02097,65+,West,womens_bottoms,23,XL,M
P02098,65+,Southeast,womens_dresses,19,M,S
P02099,25-34,Southeast,mens_tops,22,M,S
P02100,25-34,West,mens_bottoms,8,XL,L
P02101,45-54,West,womens_bottoms,24,L,S
P02102,45-54,Southeast,mens_bottoms,13,1X,1X
P02103,55-64,Midwest,womens_tops,22,1X,1X
P02104,35-44,Midwest,womens_tops,23,1X,XL
P02105,65+,Southeast,womens_dresses,18,XL,L
P02106,35-44,West,mens_tops,22,XL,M
P02107,35-44,Midwest,mens_tops,22,M,S
P02108,45-54,Midwest,mens_tops,10,L,S
P02109,45-54,Southeast,womens_dresses,8,S,S
P02110,45-54,Southwest,mens_tops,13,XL,L
P02111,45-54,West,womens_dresses,13,M,XS
P02112,45-54,Midwest,mens_bottoms,24,L,S
P02113,55-64,Southeast,mens_tops,11,L,M
P02114,25-34,Northeast,womens_tops,21,M,XS
P02115,65+,West,womens_bottoms,19,M,XS
P02116,25-34,Southwest,womens_dresses,19,2X,1X
P02117,55-64,Midwest,mens_bottoms,9,XL,XL
P02118,65+,West,mens_tops,4,XL,L
P02119,55-64,Northeast,mens_bottoms,14,L,M
P02120,35-44,Midwest,mens_tops,23,L,M
P02121,45-54,Southeast,mens_tops,18,2X,XL
P02122,45-54,Midwest,womens_dresses,17,L,M
P02123,45-54,West,womens_bottoms,23,L,M
P02124,35-44,West,womens_tops,10,S,XS
P02125,65+,Southeast,womens_tops,10,XL,L
P02126,25-34,Southwest,mens_bottoms,8,L,S
P02127,45-54,Southwest,womens_bottoms,23,L,S
P02128,65+,West,womens_bottoms,9,L,M
P02129,45-54,Southeast,mens_bottoms,8,S,S
P02130,65+,Northeast,womens_tops,21,2X,M
P02131,45-54,West,womens_dresses,22,1X,XL
P02132,25-34,West,womens_bottoms,12,2X,XL
P02133,65+,Midwest,womens_dresses,14,3X+,2X
P02134,35-44,Northeast,mens_tops,24,XL,L
P02135,45-54,Midwest,mens_bottoms,23,2X,XL
P02136,25-34,Northeast,mens_tops,13,L,M
P02137,65+,Northeast,womens_bottoms,13,L,S
P02138,25-34,West,mens_bottoms,3,L,L
P02139,55-64,Southeast,mens_tops,8,M,M
P02140,65+,Northeast,mens_bottoms,8,L,S
P02141,45-54,Southwest,womens_tops,13,XL,S
P02142,25-34,Northeast,mens_bottoms,19,XL,XL
P02143,55-64,West,mens_tops,15,L,S
P02144,65+,Midwest,womens_tops,18,1X,L
P02145,25-34,Northeast,mens_bottoms,10,1X,XL
P02146,25-34,Southeast,womens_bottoms,6,1X,1X
P02147,35-44,Southeast,mens_bottoms,20,XS,XS
P02148,45-54,Southwest,mens_bottoms,7,3X+,3X+
P02149,55-64,Southwest,mens_bottoms,14,2X,1X
P02150,25-34,Midwest,mens_bottoms,22,1X,1X
P02151,25-34,Southwest,mens_bottoms,6,L,S
P02152,45-54,Midwest,mens_bottoms,22,1X,1X
P02153,65+,Midwest,mens_tops,17,L,M
P02154,65+,West,womens_tops,17,M,XS
P02155,25-34,Northeast,mens_bottoms,10,M,M
P02156,25-34,Southeast,mens_bottoms,23,XL,S
P02157,45-54,Southwest,womens_bottoms,12,1X,M
P02158,25-34,Midwest,womens_tops,8,L,M
P02159,55-64,Southeast,womens_tops,10,M,M
P02160,25-34,Northeast,womens_tops,8,S,S
P02161,25-34,Southeast,womens_tops,14,1X,XL
P02162,25-34,Southwest,womens_bottoms,20,XL,L
P02163,35-44,Northeast,mens_bottoms,18,1X,XL
P02164,55-64,West,womens_tops,5,L,S
P02165,65+,Southeast,womens_bottoms,3,L,M
P02166,55-64,Southwest,mens_tops,3,3X+,2X
P02167,25-34,Southwest,womens_tops,15,XL,M
P02168,35-44,Northeast,mens_bottoms,5,1X,XL
P02169,65+,West,womens_dresses,4,XL,L
P02170,25-34,Southwest,mens_bottoms,11,S,XS
P02171,65+,West,mens_bottoms,21,S,XS
P02172,25-34,Midwest,womens_dresses,10,M,S
P02173,25-34,Southwest,mens_tops,15,L,S
P02174,35-44,Southwest,mens_tops,5,XL,M
P02175,25-34,Southwest,mens_bottoms,14,L,M
P02176,65+,West,womens_tops,19,L,M
P02177,55-64,Midwest,womens_bottoms,6,S,S
P02178,35-44,West,womens_bottoms,15,1X,L
P02179,55-64,Southeast,womens_dresses,22,XL,M
P02180,35-44,West,womens_bottoms,20,1X,XL
P02181,55-64,West,womens_tops,13,M,S
P02182,45-54,Southeast,mens_bottoms,8,1X,1X
P02183,65+,Southwest,womens_tops,15,1X,L
P02184,45-54,Midwest,mens_tops,13,M,S
P02185,65+,West,womens_bottoms,15,1X,1X
P02186,45-54,Southwest,womens_tops,8,M,XS
P02187,65+,Southeast,mens_bottoms,10,1X,XL
P02188,45-54,Northeast,mens_tops,15,1X,L
P02189,55-64,Southeast,womens_tops,15,M,XS
P02190,25-34,Southwest,womens_tops,18,S,S
P02191,65+,Midwest,womens_tops,15,M,M
P02192,25-34,West,mens_bottoms,13,1X,L
P02193,35-44,Midwest,womens_bottoms,11,L,M
P02194,25-34,Northeast,womens_bottoms,14,XL,L
P02195,35-44,Northeast,womens_dresses,5,XL,M
P02196,45-54,Southeast,womens_bottoms,19,2X,1X
P02197,25-34,Southeast,womens_bottoms,20,L,L
P02198,55-64,Southwest,womens_tops,5,L,S
P02199,45-54,Northeast,womens_tops,13,L,M
P02200,55-64,Midwest,mens_bottoms,20,1X,XL
P02201,55-64,Southwest,mens_tops,21,3X+,2X
P02202,65+,Southwest,womens_dresses,4,L,M
P02203,65+,West,womens_tops,8,XL,L
P02204,25-34,Southwest,womens_dresses,15,L,S
P02205,25-34,West,mens_tops,17,L,S
P02206,45-54,Midwest,womens_dresses,12,L,L
